model_path,num_cores,avg_latency_ms,throughput_samples_per_sec,std_latency_ms,timestamp,cpu_util_percent,memory_mb,python_version,graph_node_count,thread_count_before,thread_count_after,model_id,actual_layers,group,node_count,max_parallelism,critical_path_length,avg_width,width_std,branching_factor,avg_out_degree,latency_1,speedup,version
experiments/PipelineParallel_exp2/models/model_19,1,15403.128352,0.064922,1.804122,2025-10-30 21:11:46,3.0,127.4,3.12.12,170,2,2,model_19,17,Medium,170,13,19,10.0,1.749,0.106,1.059,15403.128352,1.0,noGIL
experiments/PipelineParallel_exp2/models/model_19,2,7760.08657,0.128865,0.095078,2025-10-30 21:50:34,3.1,127.6,3.12.12,170,2,2,model_19,17,Medium,170,13,19,10.0,1.749,0.106,1.059,15403.128352,1.9849170770268867,noGIL
experiments/PipelineParallel_exp2/models/model_19,4,3889.30534,0.257115,1.19058,2025-10-30 22:10:01,3.3,127.2,3.12.12,170,2,2,model_19,17,Medium,170,13,19,10.0,1.749,0.106,1.059,15403.128352,3.960380326426107,noGIL
experiments/PipelineParallel_exp2/models/model_19,8,2132.284791,0.468987,10.790596,2025-10-30 22:20:40,3.6,127.8,3.12.12,170,2,2,model_19,17,Medium,170,13,19,10.0,1.749,0.106,1.059,15403.128352,7.223766926919848,noGIL
experiments/PipelineParallel_exp2/models/model_19,16,1844.609323,0.54212,0.135296,2025-10-30 22:29:54,3.7,127.8,3.12.12,170,2,2,model_19,17,Medium,170,13,19,10.0,1.749,0.106,1.059,15403.128352,8.350347230680239,noGIL
experiments/PipelineParallel_exp2/models/model_20,1,17015.421852,0.05877,1.085006,2025-10-30 23:54:59,3.0,127.6,3.12.12,196,2,2,model_20,20,Medium,196,14,22,9.8,2.293,0.122,1.087,17015.421852,1.0,noGIL
experiments/PipelineParallel_exp2/models/model_20,2,8520.986125,0.117357,1.248695,2025-10-31 00:37:35,3.1,127.6,3.12.12,196,2,2,model_20,20,Medium,196,14,22,9.8,2.293,0.122,1.087,17015.421852,1.996884116743002,noGIL
experiments/PipelineParallel_exp2/models/model_20,4,4316.854737,0.23165,0.149672,2025-10-31 00:59:10,3.4,127.5,3.12.12,196,2,2,model_20,20,Medium,196,14,22,9.8,2.293,0.122,1.087,17015.421852,3.9416248376763483,noGIL
experiments/PipelineParallel_exp2/models/model_20,8,2394.324877,0.417654,0.330536,2025-10-31 01:11:08,3.6,127.7,3.12.12,196,2,2,model_20,20,Medium,196,14,22,9.8,2.293,0.122,1.087,17015.421852,7.106563530893807,noGIL
experiments/PipelineParallel_exp2/models/model_20,16,2166.318706,0.461613,0.537172,2025-10-31 01:21:58,3.7,127.5,3.12.12,196,2,2,model_20,20,Medium,196,14,22,9.8,2.293,0.122,1.087,17015.421852,7.85453304025525,noGIL
experiments/PipelineParallel_exp2/models/model_21,1,18628.579781,0.053681,2.717259,2025-10-31 02:55:07,3.0,128.0,3.12.12,215,2,2,model_21,25,Deep,215,16,27,8.6,3.262,0.149,1.107,18628.579781,1.0,noGIL
experiments/PipelineParallel_exp2/models/model_21,2,9372.584754,0.106694,0.734182,2025-10-31 03:41:58,3.1,127.9,3.12.12,215,2,2,model_21,25,Deep,215,16,27,8.6,3.262,0.149,1.107,18628.579781,1.987560557726593,noGIL
experiments/PipelineParallel_exp2/models/model_21,4,4741.739159,0.210893,0.283198,2025-10-31 04:05:41,3.3,127.9,3.12.12,215,2,2,model_21,25,Deep,215,16,27,8.6,3.262,0.149,1.107,18628.579781,3.9286386611212585,noGIL
experiments/PipelineParallel_exp2/models/model_21,8,2930.632088,0.341223,1.052479,2025-10-31 04:20:20,3.5,127.9,3.12.12,215,2,2,model_21,25,Deep,215,16,27,8.6,3.262,0.149,1.107,18628.579781,6.356505771324238,noGIL
experiments/PipelineParallel_exp2/models/model_21,16,2599.223807,0.38473,0.918079,2025-10-31 04:33:20,3.6,127.9,3.12.12,215,2,2,model_21,25,Deep,215,16,27,8.6,3.262,0.149,1.107,18628.579781,7.166977976590994,noGIL
experiments/PipelineParallel_exp2/models/model_22,1,30040.9877,0.033288,2.701523,2025-10-31 07:03:33,3.0,128.5,3.12.12,336,2,2,model_22,25,Deep,336,19,27,13.44,3.287,0.161,1.11,30040.9877,1.0,noGIL
experiments/PipelineParallel_exp2/models/model_22,2,15084.926001,0.066291,0.497576,2025-10-31 08:18:58,3.1,128.8,3.12.12,336,2,2,model_22,25,Deep,336,19,27,13.44,3.287,0.161,1.11,30040.9877,1.9914574123869446,noGIL
experiments/PipelineParallel_exp2/models/model_22,4,7551.284439,0.132428,0.185575,2025-10-31 08:56:44,3.3,128.9,3.12.12,336,2,2,model_22,25,Deep,336,19,27,13.44,3.287,0.161,1.11,30040.9877,3.978261968897342,noGIL
experiments/PipelineParallel_exp2/models/model_22,8,3809.708808,0.262487,1.341453,2025-10-31 09:15:47,3.7,128.9,3.12.12,336,2,2,model_22,25,Deep,336,19,27,13.44,3.287,0.161,1.11,30040.9877,7.885376340815601,noGIL
experiments/PipelineParallel_exp2/models/model_22,16,2713.5664,0.368519,0.551684,2025-10-31 09:29:21,3.9,129.3,3.12.12,336,2,2,model_22,25,Deep,336,19,27,13.44,3.287,0.161,1.11,30040.9877,11.070666153590345,noGIL
experiments/PipelineParallel_exp2/models/model_23,1,15614.703757,0.064042,0.645087,2025-10-31 10:47:25,3.0,129.1,3.12.12,190,2,2,model_23,23,Deep,190,15,25,8.261,2.847,0.126,1.089,15614.703757,1.0,noGIL
experiments/PipelineParallel_exp2/models/model_23,2,7867.438902,0.127106,0.997477,2025-10-31 11:26:46,3.1,128.9,3.12.12,190,2,2,model_23,23,Deep,190,15,25,8.261,2.847,0.126,1.089,15614.703757,1.9847251375578587,noGIL
experiments/PipelineParallel_exp2/models/model_23,4,3991.518092,0.250531,3.646093,2025-10-31 11:46:43,3.3,129.0,3.12.12,190,2,2,model_23,23,Deep,190,15,25,8.261,2.847,0.126,1.089,15614.703757,3.911971184170697,noGIL
experiments/PipelineParallel_exp2/models/model_23,8,2520.466401,0.396754,7.492475,2025-10-31 11:59:18,3.5,129.1,3.12.12,190,2,2,model_23,23,Deep,190,15,25,8.261,2.847,0.126,1.089,15614.703757,6.195164415127627,noGIL
experiments/PipelineParallel_exp2/models/model_23,16,2275.951559,0.439377,1.022713,2025-10-31 12:10:41,3.6,129.5,3.12.12,190,2,2,model_23,23,Deep,190,15,25,8.261,2.847,0.126,1.089,15614.703757,6.860736422641937,noGIL
experiments/PipelineParallel_exp2/models/model_24,1,19583.058955,0.051065,26.778963,2025-10-31 13:48:38,3.3,129.5,3.12.12,226,2,2,model_24,22,Deep,226,12,24,10.273,0.962,0.124,1.084,19583.058955,1.0,noGIL
experiments/PipelineParallel_exp2/models/model_24,2,9815.784634,0.101877,0.118417,2025-10-31 14:37:42,3.5,129.1,3.12.12,226,2,2,model_24,22,Deep,226,12,24,10.273,0.962,0.124,1.084,19583.058955,1.9950579281423955,noGIL
experiments/PipelineParallel_exp2/models/model_24,4,4960.467243,0.201594,0.2633,2025-10-31 15:02:30,3.3,129.0,3.12.12,226,2,2,model_24,22,Deep,226,12,24,10.273,0.962,0.124,1.084,19583.058955,3.947825476044576,noGIL
experiments/PipelineParallel_exp2/models/model_24,8,2594.335047,0.385456,3.599482,2025-10-31 15:15:28,3.6,129.1,3.12.12,226,2,2,model_24,22,Deep,226,12,24,10.273,0.962,0.124,1.084,19583.058955,7.548392401222493,noGIL
experiments/PipelineParallel_exp2/models/model_24,16,2276.903985,0.439193,0.411852,2025-10-31 15:26:51,3.8,129.6,3.12.12,226,2,2,model_24,22,Deep,226,12,24,10.273,0.962,0.124,1.084,19583.058955,8.600739901204047,noGIL
experiments/PipelineParallel_exp2/models/model_25,1,26808.358613,0.037302,4.447155,2025-10-31 17:40:54,3.0,129.3,3.12.12,304,2,2,model_25,30,Deep,304,15,32,10.133,2.156,0.135,1.105,26808.358613,1.0,noGIL
experiments/PipelineParallel_exp2/models/model_25,2,13470.982269,0.074234,1.022151,2025-10-31 18:48:15,3.1,129.6,3.12.12,304,2,2,model_25,30,Deep,304,15,32,10.133,2.156,0.135,1.105,26808.358613,1.9900819463397663,noGIL
experiments/PipelineParallel_exp2/models/model_25,4,6787.193685,0.147336,0.611282,2025-10-31 19:22:12,3.3,129.3,3.12.12,304,2,2,model_25,30,Deep,304,15,32,10.133,2.156,0.135,1.105,26808.358613,3.9498443476348206,noGIL
experiments/PipelineParallel_exp2/models/model_25,8,3582.584572,0.279128,0.748033,2025-10-31 19:40:07,3.6,129.4,3.12.12,304,2,2,model_25,30,Deep,304,15,32,10.133,2.156,0.135,1.105,26808.358613,7.482966019148033,noGIL
experiments/PipelineParallel_exp2/models/model_25,16,3038.959379,0.32906,0.541714,2025-10-31 19:55:18,3.8,129.3,3.12.12,304,2,2,model_25,30,Deep,304,15,32,10.133,2.156,0.135,1.105,26808.358613,8.821558721137484,noGIL
experiments/PipelineParallel_exp2/models/model_26,1,16693.992287,0.059902,0.015566,2025-10-31 21:18:47,3.0,129.3,3.12.12,185,2,2,model_26,15,Medium,185,15,17,12.333,1.886,0.103,1.049,16693.992287,1.0,noGIL
experiments/PipelineParallel_exp2/models/model_26,2,8406.557212,0.118955,0.524315,2025-10-31 22:00:49,3.1,129.2,3.12.12,185,2,2,model_26,15,Medium,185,15,17,12.333,1.886,0.103,1.049,16693.992287,1.985829854719842,noGIL
experiments/PipelineParallel_exp2/models/model_26,4,4209.817814,0.23754,0.449275,2025-10-31 22:21:51,3.3,129.5,3.12.12,185,2,2,model_26,15,Medium,185,15,17,12.333,1.886,0.103,1.049,16693.992287,3.965490437966967,noGIL
experiments/PipelineParallel_exp2/models/model_26,8,2172.202817,0.460363,2.979829,2025-10-31 22:32:43,3.7,129.1,3.12.12,185,2,2,model_26,15,Medium,185,15,17,12.333,1.886,0.103,1.049,16693.992287,7.685282495883993,noGIL
experiments/PipelineParallel_exp2/models/model_26,16,1628.425461,0.61409,0.415056,2025-10-31 22:40:52,3.9,129.5,3.12.12,185,2,2,model_26,15,Medium,185,15,17,12.333,1.886,0.103,1.049,16693.992287,10.251615862569714,noGIL
experiments/PipelineParallel_exp2/models/model_27,1,27998.524376,0.035716,1.135396,2025-11-01 01:00:51,3.0,129.4,3.12.12,320,2,2,model_27,30,Deep,320,15,32,10.667,2.226,0.131,1.1,27998.524376,1.0,noGIL
experiments/PipelineParallel_exp2/models/model_27,2,14023.571694,0.071309,1.781638,2025-11-01 02:10:58,3.1,129.3,3.12.12,320,2,2,model_27,30,Deep,320,15,32,10.667,2.226,0.131,1.1,27998.524376,1.99653305070485,noGIL
experiments/PipelineParallel_exp2/models/model_27,4,7035.568922,0.142135,1.686997,2025-11-01 02:46:09,3.3,129.5,3.12.12,320,2,2,model_27,30,Deep,320,15,32,10.667,2.226,0.131,1.1,27998.524376,3.9795679192978275,noGIL
experiments/PipelineParallel_exp2/models/model_27,8,3806.961782,0.262677,0.187108,2025-11-01 03:05:11,3.6,129.5,3.12.12,320,2,2,model_27,30,Deep,320,15,32,10.667,2.226,0.131,1.1,27998.524376,7.354558826511488,noGIL
experiments/PipelineParallel_exp2/models/model_27,16,3250.984447,0.307599,1.324543,2025-11-01 03:21:27,3.7,129.9,3.12.12,320,2,2,model_27,30,Deep,320,15,32,10.667,2.226,0.131,1.1,27998.524376,8.612321846644628,noGIL
experiments/PipelineParallel_exp2/models/model_28,1,22397.496487,0.044648,3.656782,2025-11-01 05:13:26,3.0,129.8,3.12.12,255,2,2,model_28,27,Deep,255,13,29,9.444,1.663,0.118,1.086,22397.496487,1.0,noGIL
experiments/PipelineParallel_exp2/models/model_28,2,11217.369236,0.089147,0.815344,2025-11-01 06:09:31,3.1,129.8,3.12.12,255,2,2,model_28,27,Deep,255,13,29,9.444,1.663,0.118,1.086,22397.496487,1.9966799715497927,noGIL
experiments/PipelineParallel_exp2/models/model_28,4,5615.707077,0.178072,0.661444,2025-11-01 06:37:36,3.3,129.4,3.12.12,255,2,2,model_28,27,Deep,255,13,29,9.444,1.663,0.118,1.086,22397.496487,3.9883662341884647,noGIL
experiments/PipelineParallel_exp2/models/model_28,8,3180.630415,0.314403,2.973029,2025-11-01 06:53:31,3.6,129.7,3.12.12,255,2,2,model_28,27,Deep,255,13,29,9.444,1.663,0.118,1.086,22397.496487,7.041841888127703,noGIL
experiments/PipelineParallel_exp2/models/model_28,16,2926.839481,0.341665,0.578623,2025-11-01 07:08:09,3.7,129.7,3.12.12,255,2,2,model_28,27,Deep,255,13,29,9.444,1.663,0.118,1.086,22397.496487,7.652451264374618,noGIL
experiments/PipelineParallel_exp2/models/model_29,1,34244.578359,0.029202,0.168594,2025-11-01 09:59:22,3.0,130.1,3.12.12,389,2,2,model_29,35,Deep,389,14,37,11.114,1.848,0.139,1.113,34244.578359,1.0,noGIL
experiments/PipelineParallel_exp2/models/model_29,2,17147.308649,0.058318,0.767528,2025-11-01 11:25:06,3.1,130.1,3.12.12,389,2,2,model_29,35,Deep,389,14,37,11.114,1.848,0.139,1.113,34244.578359,1.9970818196590334,noGIL
experiments/PipelineParallel_exp2/models/model_29,4,8628.959022,0.115889,2.459906,2025-11-01 12:08:15,3.3,130.5,3.12.12,389,2,2,model_29,35,Deep,389,14,37,11.114,1.848,0.139,1.113,34244.578359,3.9685642580630627,noGIL
experiments/PipelineParallel_exp2/models/model_29,8,4473.296772,0.223549,1.654718,2025-11-01 12:30:36,3.6,130.9,3.12.12,389,2,2,model_29,35,Deep,389,14,37,11.114,1.848,0.139,1.113,34244.578359,7.655333438494253,noGIL
experiments/PipelineParallel_exp2/models/model_29,16,3579.170555,0.279394,1.827268,2025-11-01 12:48:30,3.8,130.4,3.12.12,389,2,2,model_29,35,Deep,389,14,37,11.114,1.848,0.139,1.113,34244.578359,9.567741417396634,noGIL
experiments/PipelineParallel_exp2/models/model_30,1,12490.677264,0.08006,1.6928,2025-11-01 13:50:57,3.0,130.4,3.12.12,133,2,2,model_30,11,Medium,133,16,13,12.091,2.353,0.135,1.068,12490.677264,1.0,noGIL
experiments/PipelineParallel_exp2/models/model_30,2,6258.616643,0.15978,0.296961,2025-11-01 14:22:14,3.1,130.6,3.12.12,133,2,2,model_30,11,Medium,133,16,13,12.091,2.353,0.135,1.068,12490.677264,1.995756886303349,noGIL
experiments/PipelineParallel_exp2/models/model_30,4,3131.961397,0.319289,0.369388,2025-11-01 14:37:54,3.3,130.1,3.12.12,133,2,2,model_30,11,Medium,133,16,13,12.091,2.353,0.135,1.068,12490.677264,3.988132572759165,noGIL
experiments/PipelineParallel_exp2/models/model_30,8,1629.476555,0.613694,0.669196,2025-11-01 14:46:02,3.6,130.5,3.12.12,133,2,2,model_30,11,Medium,133,16,13,12.091,2.353,0.135,1.068,12490.677264,7.665453808262986,noGIL
experiments/PipelineParallel_exp2/models/model_30,16,1198.628088,0.834287,0.114751,2025-11-01 14:52:02,3.9,130.8,3.12.12,133,2,2,model_30,11,Medium,133,16,13,12.091,2.353,0.135,1.068,12490.677264,10.42081141686044,noGIL
