model_path,num_cores,avg_latency_ms,throughput_samples_per_sec,std_latency_ms,timestamp,cpu_util_percent,memory_mb,python_version,graph_node_count,thread_count_before,thread_count_after,model_id,actual_layers,group,node_count,max_parallelism,critical_path_length,avg_width,width_std,branching_factor,avg_out_degree,latency_1,speedup,version
experiments/PipelineParallel_exp2/models/model_1,1,8.893634,112.447993,0.106196,2025-11-01 17:01:41,14.0,121.9,3.12.12,56,2,2,model_1,5,Shallow,56,13,7,11.2,1.166,0.089,0.911,8.893634,1.0,GIL
experiments/PipelineParallel_exp2/models/model_1,2,8.891292,112.472066,0.058891,2025-11-01 17:01:43,9.7,122.1,3.12.12,56,2,2,model_1,5,Shallow,56,13,7,11.2,1.166,0.089,0.911,8.893634,1.0002634037887859,GIL
experiments/PipelineParallel_exp2/models/model_1,4,9.946038,100.563763,0.204295,2025-11-01 17:01:46,9.7,122.1,3.12.12,56,2,2,model_1,5,Shallow,56,13,7,11.2,1.166,0.089,0.911,8.893634,0.8941886206346689,GIL
experiments/PipelineParallel_exp2/models/model_1,8,11.250647,89.05855,0.704841,2025-11-01 17:01:50,9.7,123.0,3.12.12,56,2,2,model_1,5,Shallow,56,13,7,11.2,1.166,0.089,0.911,8.893634,0.7904997819236529,GIL
experiments/PipelineParallel_exp2/models/model_1,16,12.077449,83.088292,1.007936,2025-11-01 17:01:53,10.0,123.8,3.12.12,56,2,2,model_1,5,Shallow,56,13,7,11.2,1.166,0.089,0.911,8.893634,0.7363834862809191,GIL
experiments/PipelineParallel_exp2/models/model_2,1,9.280771,107.757374,0.111025,2025-11-01 17:01:56,9.3,123.8,3.12.12,58,2,2,model_2,5,Shallow,58,12,7,11.6,0.49,0.121,0.914,9.280771,1.0,GIL
experiments/PipelineParallel_exp2/models/model_2,2,9.198446,108.714121,0.012649,2025-11-01 17:01:59,9.7,123.9,3.12.12,58,2,2,model_2,5,Shallow,58,12,7,11.6,0.49,0.121,0.914,9.280771,1.0089498813169093,GIL
experiments/PipelineParallel_exp2/models/model_2,4,10.953021,91.299271,0.025908,2025-11-01 17:02:02,9.5,123.9,3.12.12,58,2,2,model_2,5,Shallow,58,12,7,11.6,0.49,0.121,0.914,9.280771,0.847325226528827,GIL
experiments/PipelineParallel_exp2/models/model_2,8,12.068671,83.016351,0.742678,2025-11-01 17:02:06,10.1,123.7,3.12.12,58,2,2,model_2,5,Shallow,58,12,7,11.6,0.49,0.121,0.914,9.280771,0.7689969342937594,GIL
experiments/PipelineParallel_exp2/models/model_2,16,13.707802,73.011817,0.558769,2025-11-01 17:02:10,10.2,123.7,3.12.12,58,2,2,model_2,5,Shallow,58,12,7,11.6,0.49,0.121,0.914,9.280771,0.6770429715865461,GIL
experiments/PipelineParallel_exp2/models/model_3,1,8.504423,117.61812,0.19913,2025-11-01 17:02:12,9.5,123.7,3.12.12,56,2,2,model_3,5,Shallow,56,12,7,11.2,0.748,0.125,0.929,8.504423,1.0,GIL
experiments/PipelineParallel_exp2/models/model_3,2,9.073922,110.23486,0.207896,2025-11-01 17:02:15,9.6,123.7,3.12.12,56,2,2,model_3,5,Shallow,56,12,7,11.2,0.748,0.125,0.929,8.504423,0.9372378338716157,GIL
experiments/PipelineParallel_exp2/models/model_3,4,10.190673,98.174337,0.309886,2025-11-01 17:02:18,9.5,123.7,3.12.12,56,2,2,model_3,5,Shallow,56,12,7,11.2,0.748,0.125,0.929,8.504423,0.8345300648936531,GIL
experiments/PipelineParallel_exp2/models/model_3,8,11.061615,90.422697,0.23256,2025-11-01 17:02:22,9.4,123.8,3.12.12,56,2,2,model_3,5,Shallow,56,12,7,11.2,0.748,0.125,0.929,8.504423,0.7688229069625004,GIL
experiments/PipelineParallel_exp2/models/model_3,16,12.839294,77.889009,0.1147,2025-11-01 17:02:26,10.1,123.9,3.12.12,56,2,2,model_3,5,Shallow,56,12,7,11.2,0.748,0.125,0.929,8.504423,0.662374660164336,GIL
experiments/PipelineParallel_exp2/models/model_4,1,17.199541,58.141165,0.028052,2025-11-01 17:02:31,9.5,124.2,3.12.12,119,2,2,model_4,9,Shallow,119,15,11,13.222,1.133,0.134,1.008,17.199541,1.0,GIL
experiments/PipelineParallel_exp2/models/model_4,2,18.024572,55.495846,0.433175,2025-11-01 17:02:36,9.6,124.3,3.12.12,119,2,2,model_4,9,Shallow,119,15,11,13.222,1.133,0.134,1.008,17.199541,0.9542274290895785,GIL
experiments/PipelineParallel_exp2/models/model_4,4,19.658968,50.87733,0.388979,2025-11-01 17:02:42,9.3,124.3,3.12.12,119,2,2,model_4,9,Shallow,119,15,11,13.222,1.133,0.134,1.008,17.199541,0.8748954166871831,GIL
experiments/PipelineParallel_exp2/models/model_4,8,20.291846,49.295797,0.499208,2025-11-01 17:02:48,9.5,124.3,3.12.12,119,2,2,model_4,9,Shallow,119,15,11,13.222,1.133,0.134,1.008,17.199541,0.8476084925935274,GIL
experiments/PipelineParallel_exp2/models/model_4,16,22.354318,44.852825,1.62659,2025-11-01 17:02:55,9.7,124.7,3.12.12,119,2,2,model_4,9,Shallow,119,15,11,13.222,1.133,0.134,1.008,17.199541,0.7694057586547709,GIL
experiments/PipelineParallel_exp2/models/model_5,1,3.756318,266.570712,0.193185,2025-11-01 17:02:56,9.8,124.7,3.12.12,20,2,2,model_5,2,Shallow,20,11,4,10.0,1.0,0.0,0.55,3.756318,1.0,GIL
experiments/PipelineParallel_exp2/models/model_5,2,4.020331,248.749296,0.041947,2025-11-01 17:02:57,9.6,124.7,3.12.12,20,2,2,model_5,2,Shallow,20,11,4,10.0,1.0,0.0,0.55,3.756318,0.9343305314910638,GIL
experiments/PipelineParallel_exp2/models/model_5,4,4.916003,203.560163,0.184189,2025-11-01 17:02:59,9.7,124.7,3.12.12,20,2,2,model_5,2,Shallow,20,11,4,10.0,1.0,0.0,0.55,3.756318,0.7641000219080419,GIL
experiments/PipelineParallel_exp2/models/model_5,8,5.626878,177.808223,0.178819,2025-11-01 17:03:00,9.7,124.9,3.12.12,20,2,2,model_5,2,Shallow,20,11,4,10.0,1.0,0.0,0.55,3.756318,0.6675669883015057,GIL
experiments/PipelineParallel_exp2/models/model_5,16,5.057922,197.754833,0.10812,2025-11-01 17:03:02,9.4,125.1,3.12.12,20,2,2,model_5,2,Shallow,20,11,4,10.0,1.0,0.0,0.55,3.756318,0.742660325722698,GIL
experiments/PipelineParallel_exp2/models/model_6,1,14.25985,70.334238,1.094755,2025-11-01 17:03:06,9.3,125.1,3.12.12,93,2,2,model_6,8,Shallow,93,13,10,11.625,0.696,0.14,1.0,14.25985,1.0,GIL
experiments/PipelineParallel_exp2/models/model_6,2,14.168899,70.600965,0.368278,2025-11-01 17:03:10,9.3,125.1,3.12.12,93,2,2,model_6,8,Shallow,93,13,10,11.625,0.696,0.14,1.0,14.25985,1.0064190590955586,GIL
experiments/PipelineParallel_exp2/models/model_6,4,15.317442,65.361856,0.742551,2025-11-01 17:03:15,9.7,125.1,3.12.12,93,2,2,model_6,8,Shallow,93,13,10,11.625,0.696,0.14,1.0,14.25985,0.9309550511110145,GIL
experiments/PipelineParallel_exp2/models/model_6,8,17.54196,57.063704,0.787702,2025-11-01 17:03:20,9.4,124.8,3.12.12,93,2,2,model_6,8,Shallow,93,13,10,11.625,0.696,0.14,1.0,14.25985,0.8128994707546934,GIL
experiments/PipelineParallel_exp2/models/model_6,16,18.628368,53.691965,0.366586,2025-11-01 17:03:26,9.7,124.8,3.12.12,93,2,2,model_6,8,Shallow,93,13,10,11.625,0.696,0.14,1.0,14.25985,0.7654911047494876,GIL
experiments/PipelineParallel_exp2/models/model_7,1,9.789634,102.154153,0.099594,2025-11-01 17:03:29,9.6,124.8,3.12.12,62,2,2,model_7,5,Shallow,62,14,7,12.4,1.02,0.161,0.935,9.789634,1.0,GIL
experiments/PipelineParallel_exp2/models/model_7,2,10.385667,96.313706,0.246659,2025-11-01 17:03:32,9.2,124.8,3.12.12,62,2,2,model_7,5,Shallow,62,14,7,12.4,1.02,0.161,0.935,9.789634,0.9426100413194454,GIL
experiments/PipelineParallel_exp2/models/model_7,4,10.895092,91.788108,0.097298,2025-11-01 17:03:35,9.2,124.8,3.12.12,62,2,2,model_7,5,Shallow,62,14,7,12.4,1.02,0.161,0.935,9.789634,0.898536148203246,GIL
experiments/PipelineParallel_exp2/models/model_7,8,11.516255,86.834008,0.026189,2025-11-01 17:03:39,10.0,124.9,3.12.12,62,2,2,model_7,5,Shallow,62,14,7,12.4,1.02,0.161,0.935,9.789634,0.8500709649100338,GIL
experiments/PipelineParallel_exp2/models/model_7,16,14.970787,66.84513,0.569553,2025-11-01 17:03:43,9.8,124.6,3.12.12,62,2,2,model_7,5,Shallow,62,14,7,12.4,1.02,0.161,0.935,9.789634,0.6539157894638404,GIL
experiments/PipelineParallel_exp2/models/model_8,1,13.617726,73.434171,0.048793,2025-11-01 17:03:47,9.5,124.6,3.12.12,90,2,2,model_8,6,Shallow,90,17,8,15.0,1.155,0.156,1.0,13.617726,1.0,GIL
experiments/PipelineParallel_exp2/models/model_8,2,13.489748,74.228585,0.693934,2025-11-01 17:03:52,9.6,124.6,3.12.12,90,2,2,model_8,6,Shallow,90,17,8,15.0,1.155,0.156,1.0,13.617726,1.009487056392751,GIL
experiments/PipelineParallel_exp2/models/model_8,4,14.403104,69.449313,0.344222,2025-11-01 17:03:56,9.4,124.6,3.12.12,90,2,2,model_8,6,Shallow,90,17,8,15.0,1.155,0.156,1.0,13.617726,0.9454716150074316,GIL
experiments/PipelineParallel_exp2/models/model_8,8,16.130291,62.025425,0.50388,2025-11-01 17:04:01,9.5,125.0,3.12.12,90,2,2,model_8,6,Shallow,90,17,8,15.0,1.155,0.156,1.0,13.617726,0.8442331263583527,GIL
experiments/PipelineParallel_exp2/models/model_8,16,18.830142,53.106454,0.038111,2025-11-01 17:04:06,9.8,125.1,3.12.12,90,2,2,model_8,6,Shallow,90,17,8,15.0,1.155,0.156,1.0,13.617726,0.7231876424511297,GIL
experiments/PipelineParallel_exp2/models/model_9,1,10.317224,96.952382,0.243884,2025-11-01 17:04:09,9.6,125.1,3.12.12,66,2,2,model_9,5,Shallow,66,15,7,13.2,2.227,0.091,0.924,10.317224,1.0,GIL
experiments/PipelineParallel_exp2/models/model_9,2,10.609739,94.313533,0.380036,2025-11-01 17:04:13,9.8,125.1,3.12.12,66,2,2,model_9,5,Shallow,66,15,7,13.2,2.227,0.091,0.924,10.317224,0.9724295762600758,GIL
experiments/PipelineParallel_exp2/models/model_9,4,11.239139,88.979599,0.11687,2025-11-01 17:04:16,9.2,125.1,3.12.12,66,2,2,model_9,5,Shallow,66,15,7,13.2,2.227,0.091,0.924,10.317224,0.9179728091271048,GIL
experiments/PipelineParallel_exp2/models/model_9,8,12.095501,82.703172,0.313634,2025-11-01 17:04:20,10.1,125.1,3.12.12,66,2,2,model_9,5,Shallow,66,15,7,13.2,2.227,0.091,0.924,10.317224,0.8529802940779385,GIL
experiments/PipelineParallel_exp2/models/model_9,16,15.078799,66.345846,0.434671,2025-11-01 17:04:24,9.7,125.1,3.12.12,66,2,2,model_9,5,Shallow,66,15,7,13.2,2.227,0.091,0.924,10.317224,0.6842205403759278,GIL
experiments/PipelineParallel_exp2/models/model_10,1,11.912798,83.946928,0.110201,2025-11-01 17:04:28,9.6,125.1,3.12.12,74,2,2,model_10,5,Shallow,74,17,7,14.8,1.72,0.095,0.932,11.912798,1.0,GIL
experiments/PipelineParallel_exp2/models/model_10,2,11.750902,85.154798,0.422148,2025-11-01 17:04:31,9.2,125.1,3.12.12,74,2,2,model_10,5,Shallow,74,17,7,14.8,1.72,0.095,0.932,11.912798,1.013777325349152,GIL
experiments/PipelineParallel_exp2/models/model_10,4,12.440854,80.38751,0.166237,2025-11-01 17:04:35,9.7,125.1,3.12.12,74,2,2,model_10,5,Shallow,74,17,7,14.8,1.72,0.095,0.932,11.912798,0.9575546823393314,GIL
experiments/PipelineParallel_exp2/models/model_10,8,13.439209,74.409997,0.064545,2025-11-01 17:04:39,9.8,125.3,3.12.12,74,2,2,model_10,5,Shallow,74,17,7,14.8,1.72,0.095,0.932,11.912798,0.8864210683828193,GIL
experiments/PipelineParallel_exp2/models/model_10,16,15.210115,65.749785,0.169091,2025-11-01 17:04:44,9.5,125.2,3.12.12,74,2,2,model_10,5,Shallow,74,17,7,14.8,1.72,0.095,0.932,11.912798,0.7832155115198012,GIL
experiments/PipelineParallel_exp2/models/model_11,1,22.660917,44.129002,0.06128,2025-11-01 17:04:51,9.4,125.3,3.12.12,156,2,2,model_11,12,Medium,156,15,14,13.0,1.732,0.141,1.045,22.660917,1.0,GIL
experiments/PipelineParallel_exp2/models/model_11,2,24.120943,41.464828,0.445703,2025-11-01 17:04:58,9.3,125.4,3.12.12,156,2,2,model_11,12,Medium,156,15,14,13.0,1.732,0.141,1.045,22.660917,0.9394706085910489,GIL
experiments/PipelineParallel_exp2/models/model_11,4,25.873114,38.651404,0.207522,2025-11-01 17:05:06,9.6,125.4,3.12.12,156,2,2,model_11,12,Medium,156,15,14,13.0,1.732,0.141,1.045,22.660917,0.8758480714768234,GIL
experiments/PipelineParallel_exp2/models/model_11,8,26.935532,37.127798,0.287557,2025-11-01 17:05:14,9.8,125.3,3.12.12,156,2,2,model_11,12,Medium,156,15,14,13.0,1.732,0.141,1.045,22.660917,0.8413020021286383,GIL
experiments/PipelineParallel_exp2/models/model_11,16,29.594167,33.802756,0.798791,2025-11-01 17:05:23,9.6,125.5,3.12.12,156,2,2,model_11,12,Medium,156,15,14,13.0,1.732,0.141,1.045,22.660917,0.7657224141500588,GIL
experiments/PipelineParallel_exp2/models/model_12,1,16.304222,61.351505,0.391609,2025-11-01 17:05:28,10.0,125.5,3.12.12,114,2,2,model_12,15,Medium,114,14,17,7.6,2.498,0.096,1.009,16.304222,1.0,GIL
experiments/PipelineParallel_exp2/models/model_12,2,16.833925,59.43658,0.558628,2025-11-01 17:05:33,9.5,125.5,3.12.12,114,2,2,model_12,15,Medium,114,14,17,7.6,2.498,0.096,1.009,16.304222,0.9685336010466958,GIL
experiments/PipelineParallel_exp2/models/model_12,4,18.498771,54.061707,0.226767,2025-11-01 17:05:38,9.5,125.4,3.12.12,114,2,2,model_12,15,Medium,114,14,17,7.6,2.498,0.096,1.009,16.304222,0.8813678487073545,GIL
experiments/PipelineParallel_exp2/models/model_12,8,19.666537,50.902853,0.914736,2025-11-01 17:05:44,9.6,125.3,3.12.12,114,2,2,model_12,15,Medium,114,14,17,7.6,2.498,0.096,1.009,16.304222,0.8290337032900097,GIL
experiments/PipelineParallel_exp2/models/model_12,16,22.392598,44.703267,1.012,2025-11-01 17:05:51,9.7,125.7,3.12.12,114,2,2,model_12,15,Medium,114,14,17,7.6,2.498,0.096,1.009,16.304222,0.7281076541453564,GIL
experiments/PipelineParallel_exp2/models/model_13,1,16.463619,60.74094,0.092252,2025-11-01 17:05:56,9.8,125.7,3.12.12,107,2,2,model_13,11,Medium,107,12,13,9.727,1.213,0.112,1.009,16.463619,1.0,GIL
experiments/PipelineParallel_exp2/models/model_13,2,16.193124,61.814637,0.713643,2025-11-01 17:06:01,9.2,125.7,3.12.12,107,2,2,model_13,11,Medium,107,12,13,9.727,1.213,0.112,1.009,16.463619,1.0167043122747654,GIL
experiments/PipelineParallel_exp2/models/model_13,4,18.25306,54.833477,0.764873,2025-11-01 17:06:06,9.4,125.7,3.12.12,107,2,2,model_13,11,Medium,107,12,13,9.727,1.213,0.112,1.009,16.463619,0.9019648760262663,GIL
experiments/PipelineParallel_exp2/models/model_13,8,19.738324,50.663032,0.050923,2025-11-01 17:06:12,9.7,125.7,3.12.12,107,2,2,model_13,11,Medium,107,12,13,9.727,1.213,0.112,1.009,16.463619,0.8340940699929742,GIL
experiments/PipelineParallel_exp2/models/model_13,16,21.670727,46.147672,0.224376,2025-11-01 17:06:19,9.8,125.9,3.12.12,107,2,2,model_13,11,Medium,107,12,13,9.727,1.213,0.112,1.009,16.463619,0.7597169675018287,GIL
experiments/PipelineParallel_exp2/models/model_14,1,27.277999,36.661769,0.298097,2025-11-01 17:06:27,9.4,125.9,3.12.12,184,2,2,model_14,15,Medium,184,16,17,12.267,1.806,0.125,1.065,27.277999,1.0,GIL
experiments/PipelineParallel_exp2/models/model_14,2,27.200395,36.764466,0.108866,2025-11-01 17:06:35,9.4,125.9,3.12.12,184,2,2,model_14,15,Medium,184,16,17,12.267,1.806,0.125,1.065,27.277999,1.0028530468031807,GIL
experiments/PipelineParallel_exp2/models/model_14,4,29.614192,33.770479,0.387115,2025-11-01 17:06:44,9.4,125.9,3.12.12,184,2,2,model_14,15,Medium,184,16,17,12.267,1.806,0.125,1.065,27.277999,0.9211123842244286,GIL
experiments/PipelineParallel_exp2/models/model_14,8,31.054809,32.215388,0.923851,2025-11-01 17:06:53,9.6,126.1,3.12.12,184,2,2,model_14,15,Medium,184,16,17,12.267,1.806,0.125,1.065,27.277999,0.8783824431185522,GIL
experiments/PipelineParallel_exp2/models/model_14,16,33.162577,30.195071,1.719698,2025-11-01 17:07:03,9.6,126.5,3.12.12,184,2,2,model_14,15,Medium,184,16,17,12.267,1.806,0.125,1.065,27.277999,0.8225536573952019,GIL
experiments/PipelineParallel_exp2/models/model_15,1,36.793132,27.19908,1.414297,2025-11-01 17:07:14,9.4,126.9,3.12.12,250,2,2,model_15,20,Medium,250,16,22,12.5,2.086,0.14,1.1,36.793132,1.0,GIL
experiments/PipelineParallel_exp2/models/model_15,2,36.98816,27.042237,0.81461,2025-11-01 17:07:25,9.3,127.0,3.12.12,250,2,2,model_15,20,Medium,250,16,22,12.5,2.086,0.14,1.1,36.793132,0.9947272857043984,GIL
experiments/PipelineParallel_exp2/models/model_15,4,39.479628,25.348605,1.532013,2025-11-01 17:07:37,9.3,127.0,3.12.12,250,2,2,model_15,20,Medium,250,16,22,12.5,2.086,0.14,1.1,36.793132,0.9319523476766296,GIL
experiments/PipelineParallel_exp2/models/model_15,8,39.584984,25.263125,0.355809,2025-11-01 17:07:49,9.4,126.9,3.12.12,250,2,2,model_15,20,Medium,250,16,22,12.5,2.086,0.14,1.1,36.793132,0.9294719431994718,GIL
experiments/PipelineParallel_exp2/models/model_15,16,43.528567,22.984972,1.380093,2025-11-01 17:08:02,9.5,126.9,3.12.12,250,2,2,model_15,20,Medium,250,16,22,12.5,2.086,0.14,1.1,36.793132,0.8452640308604691,GIL
experiments/PipelineParallel_exp2/models/model_16,1,13.962025,71.688471,0.597399,2025-11-01 17:08:06,9.4,126.9,3.12.12,93,2,2,model_16,9,Shallow,93,14,11,10.333,2.108,0.086,1.0,13.962025,1.0,GIL
experiments/PipelineParallel_exp2/models/model_16,2,14.643171,68.294214,0.137117,2025-11-01 17:08:11,9.4,126.9,3.12.12,93,2,2,model_16,9,Shallow,93,14,11,10.333,2.108,0.086,1.0,13.962025,0.9534837092321056,GIL
experiments/PipelineParallel_exp2/models/model_16,4,16.072342,62.229653,0.301755,2025-11-01 17:08:16,9.7,126.9,3.12.12,93,2,2,model_16,9,Shallow,93,14,11,10.333,2.108,0.086,1.0,13.962025,0.8686988492405152,GIL
experiments/PipelineParallel_exp2/models/model_16,8,16.986889,58.903491,0.581891,2025-11-01 17:08:21,9.7,127.0,3.12.12,93,2,2,model_16,9,Shallow,93,14,11,10.333,2.108,0.086,1.0,13.962025,0.8219294892666926,GIL
experiments/PipelineParallel_exp2/models/model_16,16,19.741211,50.665878,0.40048,2025-11-01 17:08:27,9.8,126.9,3.12.12,93,2,2,model_16,9,Shallow,93,14,11,10.333,2.108,0.086,1.0,13.962025,0.7072527110925465,GIL
experiments/PipelineParallel_exp2/models/model_17,1,24.671759,40.538891,0.449154,2025-11-01 17:08:34,9.3,126.9,3.12.12,172,2,2,model_17,20,Medium,172,11,22,8.6,1.497,0.134,1.081,24.671759,1.0,GIL
experiments/PipelineParallel_exp2/models/model_17,2,25.574173,39.102006,0.043631,2025-11-01 17:08:42,9.6,126.9,3.12.12,172,2,2,model_17,20,Medium,172,11,22,8.6,1.497,0.134,1.081,24.671759,0.9647138540902184,GIL
experiments/PipelineParallel_exp2/models/model_17,4,28.800294,34.740565,0.944868,2025-11-01 17:08:51,9.3,126.9,3.12.12,172,2,2,model_17,20,Medium,172,11,22,8.6,1.497,0.134,1.081,24.671759,0.8566495536469176,GIL
experiments/PipelineParallel_exp2/models/model_17,8,27.922819,35.843765,1.156848,2025-11-01 17:08:59,9.4,126.8,3.12.12,172,2,2,model_17,20,Medium,172,11,22,8.6,1.497,0.134,1.081,24.671759,0.8835697785384778,GIL
experiments/PipelineParallel_exp2/models/model_17,16,31.977843,31.276306,0.551668,2025-11-01 17:09:09,9.7,127.0,3.12.12,172,2,2,model_17,20,Medium,172,11,22,8.6,1.497,0.134,1.081,24.671759,0.7715266786443351,GIL
experiments/PipelineParallel_exp2/models/model_18,1,36.475198,27.41589,0.009326,2025-11-01 17:09:20,9.3,127.1,3.12.12,254,2,2,model_18,20,Medium,254,16,22,12.7,1.819,0.165,1.122,36.475198,1.0,GIL
experiments/PipelineParallel_exp2/models/model_18,2,38.177741,26.193434,0.133715,2025-11-01 17:09:31,9.3,127.3,3.12.12,254,2,2,model_18,20,Medium,254,16,22,12.7,1.819,0.165,1.122,36.475198,0.9554048260739157,GIL
experiments/PipelineParallel_exp2/models/model_18,4,40.762024,24.535185,0.587314,2025-11-01 17:09:44,9.4,127.3,3.12.12,254,2,2,model_18,20,Medium,254,16,22,12.7,1.819,0.165,1.122,36.475198,0.8948328473581194,GIL
experiments/PipelineParallel_exp2/models/model_18,8,42.289377,23.647051,0.26117,2025-11-01 17:09:56,9.4,127.6,3.12.12,254,2,2,model_18,20,Medium,254,16,22,12.7,1.819,0.165,1.122,36.475198,0.8625144324069848,GIL
experiments/PipelineParallel_exp2/models/model_18,16,44.990762,22.226971,0.184028,2025-11-01 17:10:10,9.6,127.6,3.12.12,254,2,2,model_18,20,Medium,254,16,22,12.7,1.819,0.165,1.122,36.475198,0.8107263886750796,GIL
experiments/PipelineParallel_exp2/models/model_19,1,24.941929,40.115851,0.839457,2025-11-01 17:10:17,9.2,127.6,3.12.12,170,2,2,model_19,17,Medium,170,13,19,10.0,1.749,0.106,1.059,24.941929,1.0,GIL
experiments/PipelineParallel_exp2/models/model_19,2,26.143919,38.2548,0.422214,2025-11-01 17:10:25,9.5,127.6,3.12.12,170,2,2,model_19,17,Medium,170,13,19,10.0,1.749,0.106,1.059,24.941929,0.9540241078623292,GIL
experiments/PipelineParallel_exp2/models/model_19,4,25.925971,38.571648,0.100068,2025-11-01 17:10:33,9.2,127.6,3.12.12,170,2,2,model_19,17,Medium,170,13,19,10.0,1.749,0.106,1.059,24.941929,0.9620441602746527,GIL
experiments/PipelineParallel_exp2/models/model_19,8,28.174202,35.509287,0.841108,2025-11-01 17:10:41,9.6,127.3,3.12.12,170,2,2,model_19,17,Medium,170,13,19,10.0,1.749,0.106,1.059,24.941929,0.8852754374374117,GIL
experiments/PipelineParallel_exp2/models/model_19,16,31.117489,32.163152,1.272256,2025-11-01 17:10:51,9.4,127.9,3.12.12,170,2,2,model_19,17,Medium,170,13,19,10.0,1.749,0.106,1.059,24.941929,0.8015405420405226,GIL
experiments/PipelineParallel_exp2/models/model_20,1,28.641677,34.914837,0.178721,2025-11-01 17:10:59,9.4,127.9,3.12.12,196,2,2,model_20,20,Medium,196,14,22,9.8,2.293,0.122,1.087,28.641677,1.0,GIL
experiments/PipelineParallel_exp2/models/model_20,2,29.524189,33.876305,0.545036,2025-11-01 17:11:08,9.6,127.9,3.12.12,196,2,2,model_20,20,Medium,196,14,22,9.8,2.293,0.122,1.087,28.641677,0.9701088487138462,GIL
experiments/PipelineParallel_exp2/models/model_20,4,31.110671,32.152018,0.723972,2025-11-01 17:11:17,9.2,127.9,3.12.12,196,2,2,model_20,20,Medium,196,14,22,9.8,2.293,0.122,1.087,28.641677,0.9206383558875989,GIL
experiments/PipelineParallel_exp2/models/model_20,8,32.650212,30.633131,0.616367,2025-11-01 17:11:27,9.5,127.8,3.12.12,196,2,2,model_20,20,Medium,196,14,22,9.8,2.293,0.122,1.087,28.641677,0.8772279028387319,GIL
experiments/PipelineParallel_exp2/models/model_20,16,35.785167,27.944835,0.164559,2025-11-01 17:11:38,9.6,127.9,3.12.12,196,2,2,model_20,20,Medium,196,14,22,9.8,2.293,0.122,1.087,28.641677,0.8003784640714405,GIL
experiments/PipelineParallel_exp2/models/model_21,1,30.763165,32.506581,0.100383,2025-11-01 17:11:47,9.5,127.9,3.12.12,215,2,2,model_21,25,Deep,215,16,27,8.6,3.262,0.149,1.107,30.763165,1.0,GIL
experiments/PipelineParallel_exp2/models/model_21,2,31.132195,32.149441,1.307464,2025-11-01 17:11:56,9.2,127.9,3.12.12,215,2,2,model_21,25,Deep,215,16,27,8.6,3.262,0.149,1.107,30.763165,0.9881463546017234,GIL
experiments/PipelineParallel_exp2/models/model_21,4,35.138551,28.458964,0.129428,2025-11-01 17:12:07,9.4,127.9,3.12.12,215,2,2,model_21,25,Deep,215,16,27,8.6,3.262,0.149,1.107,30.763165,0.8754818888234749,GIL
experiments/PipelineParallel_exp2/models/model_21,8,35.049532,28.558376,1.533226,2025-11-01 17:12:18,9.6,127.9,3.12.12,215,2,2,model_21,25,Deep,215,16,27,8.6,3.262,0.149,1.107,30.763165,0.8777054426860821,GIL
experiments/PipelineParallel_exp2/models/model_21,16,38.405371,26.045345,0.910563,2025-11-01 17:12:29,9.5,127.8,3.12.12,215,2,2,model_21,25,Deep,215,16,27,8.6,3.262,0.149,1.107,30.763165,0.8010120511529494,GIL
experiments/PipelineParallel_exp2/models/model_22,1,49.136823,20.351603,0.251813,2025-11-01 17:12:44,9.4,128.4,3.12.12,336,2,2,model_22,25,Deep,336,19,27,13.44,3.287,0.161,1.11,49.136823,1.0,GIL
experiments/PipelineParallel_exp2/models/model_22,2,49.066564,20.380548,0.129348,2025-11-01 17:12:59,9.3,128.8,3.12.12,336,2,2,model_22,25,Deep,336,19,27,13.44,3.287,0.161,1.11,49.136823,1.0014319119635116,GIL
experiments/PipelineParallel_exp2/models/model_22,4,50.486888,19.816777,1.57593,2025-11-01 17:13:14,9.3,128.8,3.12.12,336,2,2,model_22,25,Deep,336,19,27,13.44,3.287,0.161,1.11,49.136823,0.9732590965004616,GIL
experiments/PipelineParallel_exp2/models/model_22,8,53.269613,18.777466,1.233973,2025-11-01 17:13:30,9.5,129.1,3.12.12,336,2,2,model_22,25,Deep,336,19,27,13.44,3.287,0.161,1.11,49.136823,0.9224174953176401,GIL
experiments/PipelineParallel_exp2/models/model_22,16,56.843765,17.593138,0.623661,2025-11-01 17:13:47,9.4,129.2,3.12.12,336,2,2,model_22,25,Deep,336,19,27,13.44,3.287,0.161,1.11,49.136823,0.8644188681027726,GIL
experiments/PipelineParallel_exp2/models/model_23,1,25.933091,38.5728,0.647639,2025-11-01 17:13:55,9.5,129.2,3.12.12,190,2,2,model_23,23,Deep,190,15,25,8.261,2.847,0.126,1.089,25.933091,1.0,GIL
experiments/PipelineParallel_exp2/models/model_23,2,26.001505,38.478324,0.817376,2025-11-01 17:14:03,9.3,129.2,3.12.12,190,2,2,model_23,23,Deep,190,15,25,8.261,2.847,0.126,1.089,25.933091,0.99736884461111,GIL
experiments/PipelineParallel_exp2/models/model_23,4,29.060318,34.434156,1.06144,2025-11-01 17:14:12,9.4,129.2,3.12.12,190,2,2,model_23,23,Deep,190,15,25,8.261,2.847,0.126,1.089,25.933091,0.8923884108907549,GIL
experiments/PipelineParallel_exp2/models/model_23,8,32.155191,31.108752,0.797777,2025-11-01 17:14:22,9.6,128.9,3.12.12,190,2,2,model_23,23,Deep,190,15,25,8.261,2.847,0.126,1.089,25.933091,0.8064978062173538,GIL
