group,num_cores,speedup
Deep,1,1.0
Deep,2,0.9833628358756098
Deep,4,0.9118697798946396
Deep,8,0.8760847887584898
Deep,16,0.8230806184751476
Medium,1,1.0
Medium,2,0.9787509854548332
Medium,4,0.912383853321775
Medium,8,0.8745921245853802
Medium,16,0.7973008861325398
Shallow,1,1.0
Shallow,2,0.9757468952006402
Shallow,4,0.8849298641528197
Shallow,8,0.8101845016204977
Shallow,16,0.7186500456420003
